document,topic
Who is the next competitor of GroupeSEB asks xdeboidevezi : classic cooking devices companies or Google ? We need to take a step beyond ! Inspirational digital transformation speech for the MasterSchool students KickOff18 EITDigitalAcad Sorbonne_Univ_,1
Searching for a dynamic and talented Professional School Head for EIT_Digital,1
The Digital Thread to Industry 4.0: International day at i40lab from EngineeringSpa OEDIPUS project solutions for SMEs EIT_Digital Cefriel superdidi80,1
"📢📢¡ÚLTIMA SEMANA PARA INSCRIBIRTE EN EL ClimateKIC ACCELERATOR2020! 🌎🌎🌿🌿Presenta tu startup de innovación climática y economiacircular antes del domingo 26/07 y accede directamente al ""Stage 2"" (Validación Modelo de Negocio). ClimateKICspain",0
AlessioLana è stato nel più grande Incubatore d'Europa EITeu startup il suo resoconto su Nova24Tech di carta,-1
R2B2018 twittitrentatre la nostra Innovation Lead ClimateKIC indaga nei businessplan delle startup per colpirne i punti deboli... e trasformarli in meravigliosi opportunitá! opponent HIT_trentino TnSviluppo Aster_ER,0
Estamos en el Climathon Madrid de ClimateKIC ¡Mucho ánimo en estos 2 días de ideación para la transformación sostenible de las ciudades! La_UPM CEIGRAM ClimateKICspain,0
Bravo: UNEP_FI UNEnvironment Principles for Responsible Banking just signed! Let’s follow the call from antonioguterres for Finance pull out of fossil and into green not grey economy! ClubOfRome TriodosNL ClimateKIC PRI_News e3g,0
This week’s ten biggest climate innovation stories – 21 June - Daily Planet ICLEI_advocacy AndersWijkman sampweaver ClimateSusanne ICLEI theWSBF WorldResources Tinu2C NiklasNrdstrm PLarshans miljotweets LeadershipMatters via ClimateKIC,-1
Tesla Gigafactory commences battery cell production miljobloggen Supermiljoblogg andersegelrud ClimateKIC,2
"The biggest lie of the Internet is ""I Do Agree to the terms and conditions"". Mikko Hyppönen mikko InnovationDay17 EIT_Digital FSecure",-1
"TechForPlanet Rdv chez WeWorkFrance le 31 mai 2018, pour une Open Night d'anniversaire de l'appel MakeOurPlanetGreatAgain avec ECOSYSGroup, WeWorkFrance, ClimateKIC et cleantechopenFR. Inscriptions :",0
"ClimateSusanne opening CKICNordic climate innovation day at AaltoUniversity. 21 climate innovation to be pitched on stage today, 7 by Aalto researchers NordicIdeation",0
365ACTNOW - Transport Systems Changemaker TRATON SE - - Meet Roberto Cortes - Modularization in the electric era - TRATON_GROUP AndersWijkman KirstenCKIC TfL ScaniaGroup GFI_green ClimateKIC eaEnergyEU LeadershipMatters,2
Just 5 days left to apply to EIT_Digital Venture Program. Get financial support up to €25k and online mentoring to develop your deep tech idea into fully functioning business. More info at,1
zeleros Altran altran_es angels_capital RedElectricaREE road_ventures Goldacre17 EITeu ClimateKIC EspanaGlobal PlugandPlayTC Congratulations! We are proud to have you as a EUeic company!,1
florinappsc1 EUDigitalEdu EU_Commission simonapetkova7 eu_schoolnet EITeu EU_ScienceHub eTwinningEurope CodeWeekEU DSMeu EUErasmusPlus EdChatEU This is very important - we need to help students to become creators and not only consumers of technology. We had interesting discussions about this in April 2018 in Sofia at EUDigitalEducation EduSummitEU EU_ScienceHub,1
"Scaleups in BosniaandHerzegovina, pitch to us &amp; EIT_Digital at MeetandMatch on 6. 9. at WeAreNetworks! Apply ⏩",1
"5febbraio PartnerDay Abbiamo la missione di creare una società equa, prospera e stiamo percorrendo la strada per realizzarla perché ci assumiamo la responsabilità dei cambiamenti che produciamo. ClimateKIC is the beacon for innovation and knowledge",0
"EIT Manufacturing is recruiting for Director of Finance, in our Headquarters in Paris! Recruiting Innovation Manufacturing EITeu Take lead in this exciting journey! Find full information here REMINDER: Applications until May 19, 2019",1
Time is almost up! FINAL HOURS to vote for your top innovation at the EITAwards. 🏆 ➡ INNOVEIT EITCommunity HorizonEU,1
"DaliasBook Code4Romania EUeic EU_Health IMI_JU EMA_News ECDC_EU EEN_EU JEPaquetEU EUScienceInnov CodeforAll SabinaCiofu Could anyone anonymise FB &amp; Twitter &amp; any social media accounts to feed a matching algorithm to create links to more secured personal information in order to help anyone in self isolation with any kind of physical support - food and drinks delivery, books, pep talks, etc.?",1
"🗓️SaveTheDate - June, 13 - 2 pm CET - Webinar on ""Why Energy is the backbone of the Construction 4.0 revolution?"", by Ecole Centrale de Lille and 3 construction companies, suppported by InnoEnergyEU 👉",2
"Great to meet with all our CKICNordic Partners from cities, universities &amp; companies engaging with Climate-KIC partners across Europe NordicPartners NordicMade",0
"Congratulations, ClimateKIC startup mycitytree on winning the TechCrunch pitch competition! TOA16",0
innovation by creating climate action. learn more webinar from rightXDC Maybe interesting for emissionsreg energyenviro UNFCCC James_BG michaelholder guardianeco CIF_Action ClimateKIC CarbonBubble CarbonBrief TheClimateGroup growth4climate ?,0
"We actually get researchers, companies and entrepreneurs working together at the same eye-level. This is how innovation happens - Benoit Buntinx arctic15 Arctic15 Helsinki FoodInnovation EIT_Digital",1
Want to learn more about the new technologies in recycling of secondary critical raw materials? Join the webinar and hear about the gathering and pre-processing of spent automotive catalytic converters. Please see EITRawmaterials CRM EITRMAcademy,3
Join the ClimateKIC climatejourney17 on climateinnovation this summer and you might end up in Portugal.,0
"Happy DataProtectionDay! It marks the 39th anniversary of the ""Convention 108"". 🇪🇺 The first binding international law concerning individuals' data rights which played a pivotal role in dataprotection advancement. DSMeu EU_EDPS EURightsAgency NetTechEU EITeu privacy GDPR",1
"Connect the unconnected with PointIoT. UseGalileo🛰️ &amp; IoT to solve asset tracking and personnel safety challenges of our industry partners. Work with corporate end-users, receive technical &amp; business training, have the chance to win 👉 EUeic TheIoT",1
"Heard about the 2020 ClimateJourney? Submit your application for a chance to join our active &amp; influential network of innovators, where you can interact with our ecosystem of businesses, start-ups, cities, govts &amp; academic institutions! EITeu ClimateKIC",0
ClimateKIC_UKI We are doing this in Sofia! Let's tak?,0
Pass it on! The growing importance of rawmaterials for Innovation via EITRawMaterials,3
"Last day EITRawMaterials winter school and it's time to present the results of our weeklong project. Up now, group 2 discusses solar panels and the silicon in them. suscritmat materialseducation CircularEconomy",3
Highly recommended businesscamp from our partner InnoEnergyEU together with Axel_Energy. Calling all forward thinking engineers with a passion for sustainable energy and business!,2
Our founder attends workshops to Identify the right patterns in the supply chain to mitigate climate change and reduce risk ClimateKIC homepod startups buildings architecture iasi romania sustainability sdg climatechange frankfurt ProvadisSchool germany,-1
Provocative TV Ad Tells Kids: “You Deal With ClimateChange” climateaction climatekic,0
Where are they now? The Journey Alumni climatejourney17 ClimateKIC SusNatIrl tcddublin imperialcollege Grantham_IC,0
cKIC_Alumni ClimateKIC Thanks Alumni for joining general assembly👍🏽you added perspective and energy to the mix!,0
"If you want to see how a Mediterranean community of projects of social and creative projects is cooperating for the future, come to Bari. EITeu",1
.CellProthera from Mulhouse developing innovative stemcell regenerative therapy to treat myocardial infarction biotech alsacebiovalley francebiotech .EUeic .EU_H2020,1
"Changing ourselves is the social impact that we should look for, says EITeu ClimateKIC CEO KirstenCKIC at ClimateLaunch CLP18",0
ClimateKIC_UKI Can I sign up for the Climate KIC UKI events listings as I'm back in the UK?,0
Excited one of our EIT_Digital startups PlugSurfing_DE made it to final pitching of Slush100 - slushhq Slush2015,-1
Dragons deliberating... Thank you Rachel MHPC Kathy ClimateKIC_UKI Amy 10:10 UpRisingDD17 UpRising_LDN,0
"Katrin Stjernfeldt-Jammeh, Mayor of Malmö COP23 with KajEmbren reflecting on Cities,finance,climate and SDG nordicsolutions malmostad ClimateSusanne nordenen AndersWijkman ClimateKIC ClimateKICLoCaL AHallbarhet southpolegroup JKuylenstierna c40cities CDP EURACTIV",-1
"cortsenc EnerAgen fCIRCE ANESEASOCIACION Ecoserveis EITeu Respuesta a su duda: Existen varios proyectos activos. Para localizarlos debe introducir como mínimo rango de Inversión y Tipo de promotor en sus desplegables. Si no desea filtrar por resto de criterios, elija Todos en desplegable y compruebe que todos los check están marcados.",0
Impressive EITeu EIT_Digital ClimateKIC InnoEnergyEU EITHealth EITRawMaterials EIT_Food,1
"GlobalUt providing nordicsolutions to Hamilton, Canada with IFHP ClimateKIC QuercusGroup cityofhamilton whitearkitekter jagvillhabostad Urbangirlsmovement sdg11 Agenda2030 NewUrvanAgenda housing CanadaUrbanLab",0
"Hoy concluye CafésScientifiques con “Cómo podemos adaptar la ciudad al cambio climático”, una charla en formato distendido junto a Susannahfisher (directora de investigación de ClimateKIC) y tinamonge (asesora de ecodes) sobre el futuro.",0
Need support with internationalization or AccessToFinance? Check EIT_Digital AriseEurope OpenHours,1
"We're delighted to be awarded for the EITeu Innovators Award, congratulations to our co-CEO marc_diabeloop 🏆🥇 Many thanks to EITHealth for its strong support from years now 😉 And thank you very much to all of you for your votes! EITAwards innovation",1
24-11-2016 is Innovation Day. Spannende innovaties in Nederland en Europa. Startups Scaleups EIT_Digital,1
TestimonialTuesday 💬✨ István joined the Pioneers programme in Hungary in 2017 to broaden his experience beyond his academic learning and to have the opportunity to work abroad on a placement. This is what he learnt👇👨‍🎓 Yourpathyourfuture ClimateKIC,0
AI_TraWell IEJGov transportgovuk EITUrbanMob CTS_UCL TfL UCL_GCHW No worries! It was this tweet I saw that reminded me of the ongoing AI_TraWell project work:,1
20 years IIIEElund sustainable solutions ClimateKIC WWF WWFSverige SPtechnews ICLEI GGKPlatform,0
📣 Ultimi giorni per candidarti e partecipare bando ClimateKIC Accelerator Italy. 🍀 Hai una startup o progetto d'impresa nel settore lowcarboneconomy? ClimateKICItaly può aiutarti a sviluppare la tua idea innovativa. ⏳ Scadenza: 15 aprile!,0
Retro+MVP+Presentation: Huge Work here! 💪LSC TUM EITMunich EITDigitalAcad MVP Design postit,1
Find the right innovation partners to grow your business w/ EITDigitalAccel SlushHQ 30 Nov startups slush16,1
[EIT] Head of Innovation Communities Unit (EIT/TA/2020/146) EITeu EUjob,1
"Get charged up! On Friday the four best solutions to the ""Parking for Power"" call posed by malmostad, Parkering Malmö and EON_SE_en as partners in the project SmartCitiesAcc in cooperation with EITeu ClimateKIC will be presented. More information ➡️",2
📢CALL FOR INDEPENDENTS EXPERTS👨‍💻👩‍💻: ClimateKIC is extending the window for applications until the 22nd of September 🗓. Please send us an initial expression of interest ✉️ to expertsclimate-kic.org and we will respond with an application package.,0
"The future in a climate smart society&amp;economy looks exciting,according to enterpreneurs at ClimateKIC's open innovation in copenhagen",0
ClimateKIC_UKI ClimateKIC Great idea Kirsten - I tried to validate it with AUT insurance managers who just meant that preventive cost wouldn’t be accepted in premium calculations by price-regulators who just respect past actual damage expenditure in new premium fixation which grants them recoupment anyhow,0
StartinSaclay Bon StartupKickOff! Plus que 4 jours pour rejoindre la preincubation greentech ClimateKIC,0
